Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity,Num Segments
OS,0.0,0.92,-0.01781170483460559,0.01265822784810127,1.0
RDP,0.0,1.0,1.0,0.9992405063291139,78.94
BU,0.0,1.0,1.0,1.0126582278481016,80.0
VC,0.0,1.0,1.0,1.0,79.0
LSF,0.0,0.0,0.0,0.0,0.0
OS,0.1,0.96,0.7569866342648846,0.15025316455696205,11.87
RDP,0.1,0.91,0.5273109243697478,0.13151898734177217,10.39
BU,0.1,0.9,0.4974874371859296,0.11835443037974686,9.35
VC,0.1,0.95,0.7113163972286374,0.23506329113924054,18.57
LSF,0.1,0.0,0.0,0.0,0.0
OS,0.2,0.95,0.7113163972286374,0.22037974683544306,17.41
RDP,0.2,0.26,-0.01065282709642168,0.09215189873417724,7.28
BU,0.2,0.22,0.00484817555498851,0.07392405063291141,5.84
VC,0.2,0.94,0.66996699669967,0.17531645569620252,13.85
LSF,0.2,0.0,0.0,0.0,0.0
OS,0.30000000000000004,0.96,0.7286295793758479,0.2850632911392405,22.52
RDP,0.30000000000000004,0.07,-0.038410004466279624,0.06443037974683546,5.09
BU,0.30000000000000004,0.18,-0.002199951112197507,0.06632911392405065,5.24
VC,0.30000000000000004,0.89,0.4701348747591523,0.1536708860759494,12.14
LSF,0.30000000000000004,0.0,0.0,0.0,0.0
OS,0.4,0.98,0.864314789687924,0.34164556962025316,26.99
RDP,0.4,0.06,-0.03959301039593033,0.06329113924050635,5.0
BU,0.4,0.26,0.012543368027755464,0.0637974683544304,5.04
VC,0.4,0.89,0.5106761565836297,0.14227848101265828,11.24
LSF,0.4,0.0,0.0,0.0,0.0
OS,0.5,0.98,0.864314789687924,0.41075949367088604,32.45
RDP,0.5,0.08,0.001519426958975334,0.05848101265822786,4.62
BU,0.5,0.28,0.016662114176454468,0.06329113924050635,5.0
VC,0.5,0.88,0.48586118251928023,0.13632911392405067,10.77
LSF,0.5,0.0,0.0,0.0,0.0
OS,0.6000000000000001,0.98,0.8463901689708141,0.49050632911392406,38.75
RDP,0.6000000000000001,0.11,0.00625279142474322,0.04367088607594938,3.45
BU,0.6000000000000001,0.28,0.016662114176454468,0.06329113924050635,5.0
VC,0.6000000000000001,0.88,0.48586118251928023,0.13316455696202534,10.52
LSF,0.6000000000000001,0.0,0.0,0.0,0.0
OS,0.7000000000000001,0.99,0.9177631578947368,0.5825316455696202,46.02
RDP,0.7000000000000001,0.13,0.009562841530054711,0.024936708860759504,1.97
BU,0.7000000000000001,0.29,0.041576673866090874,0.062278481012658246,4.92
VC,0.7000000000000001,0.9,0.5374653098982424,0.13075949367088613,10.33
LSF,0.7000000000000001,0.0,0.0,0.0,0.0
OS,0.8,0.99,0.9177631578947368,0.7074683544303797,55.89
RDP,0.8,0.92,0.3855606758832565,0.01265822784810127,1.0
BU,0.8,0.32,0.04895104895104896,0.05493670886075951,4.34
VC,0.8,0.9,0.5374653098982424,0.129620253164557,10.24
LSF,0.8,0.0,0.0,0.0,0.0
OS,0.9,1.0,1.0,0.8574683544303796,67.74
RDP,0.9,0.92,0.3855606758832565,0.01265822784810127,1.0
BU,0.9,0.33,0.05152887882219692,0.04443037974683545,3.51
VC,0.9,0.9,0.5374653098982424,0.12721518987341776,10.05
LSF,0.9,0.0,0.0,0.0,0.0
