model_type,train_acc,val_acc,test_acc
decision-tree,0.0850879097026264,0.0572916666666666,0.0686945651526876
logistic-regression,0.0764054699370523,0.0703125,0.07679028513602
knn,1.0,0.3793402777777778,0.4757426037264123
cnn,0.886242687702179,0.8055364489555359,0.8601107001304626
