model_type,train_acc,val_acc,test_acc
decision-tree,1.0,1.0,0.539568345323741
logistic-regression,0.75,0.0,0.6690647482014388
knn,1.0,0.3333333333333333,0.5587529976019184
cnn,0.9916666746139526,0.023333333432674408,0.46043166518211365
