model_type,train_acc,val_acc,test_acc
decision-tree,0.7777777777777778,0.2,0.5272525027808677
logistic-regression,0.7777777777777778,0.2,0.3303670745272525
knn,1.0,0.6,0.760845383759733
cnn,0.9738888740539552,0.3939999938011169,0.9121245741844176
miniRocket,1.0,0.8,0.996662958843159
