model_type,train_acc,val_acc,test_acc
cnn,0.,0.,0.0817
decision-tree,0.15083798882681565,0.0898876404494382,0.09117821195973949
logistic-regression,0.13966480446927373,0.0898876404494382,0.10775606867969213
knn,1.0,0.8426966292134831,0.2427471876850207
