Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity,Num Segments
OS,0.0,0.05,0.0008413967185528781,0.006711409395973153,1.0
RDP,0.0,1.0,1.0,0.9996644295302013,148.95
BU,0.0,1.0,1.0,1.006711409395973,150.0
VC,0.0,1.0,1.0,1.0,149.0
LSF,0.0,0.0,0.0,0.0,0.0
OS,0.1,1.0,1.0,0.07926174496644295,11.81
RDP,0.1,0.74,0.17721518987341778,0.030067114093959738,4.48
BU,0.1,1.0,1.0,0.038993288590604025,5.81
VC,0.1,1.0,1.0,0.0893288590604027,13.31
LSF,0.1,0.0,0.0,0.0,0.0
OS,0.2,1.0,1.0,0.10865771812080537,16.19
RDP,0.2,0.53,0.07698350353495687,0.016711409395973154,2.49
BU,0.2,0.93,0.5042492917847026,0.03046979865771813,4.54
VC,0.2,1.0,1.0,0.06865771812080537,10.23
LSF,0.2,0.0,0.0,0.0,0.0
OS,0.30000000000000004,1.0,1.0,0.13181208053691276,19.64
RDP,0.30000000000000004,0.43,0.05189620758483038,0.010738255033557046,1.6
BU,0.30000000000000004,0.76,0.1404011461318052,0.02684563758389262,4.0
VC,0.30000000000000004,1.0,1.0,0.058859060402684564,8.77
LSF,0.30000000000000004,0.0,0.0,0.0,0.0
OS,0.4,1.0,1.0,0.15617449664429528,23.27
RDP,0.4,0.4,0.04580152671755722,0.010067114093959731,1.5
BU,0.4,0.62,0.10881801125703561,0.023154362416107382,3.45
VC,0.4,1.0,1.0,0.05268456375838926,7.85
LSF,0.4,0.0,0.0,0.0,0.0
OS,0.5,1.0,1.0,0.18375838926174495,27.38
RDP,0.5,0.04,0.0,0.006711409395973153,1.0
BU,0.5,0.52,0.07407407407407418,0.020268456375838927,3.02
VC,0.5,1.0,1.0,0.04879194630872483,7.27
LSF,0.5,0.0,0.0,0.0,0.0
OS,0.6000000000000001,1.0,1.0,0.21375838926174498,31.85
RDP,0.6000000000000001,0.04,0.0,0.006711409395973153,1.0
BU,0.6000000000000001,0.4,0.04580152671755722,0.01738255033557047,2.59
VC,0.6000000000000001,1.0,1.0,0.046107382550335564,6.87
LSF,0.6000000000000001,0.0,0.0,0.0,0.0
OS,0.7000000000000001,1.0,1.0,0.24899328859060407,37.1
RDP,0.7000000000000001,0.04,0.0,0.006711409395973153,1.0
BU,0.7000000000000001,0.38,0.04202719406674904,0.01644295302013423,2.45
VC,0.7000000000000001,1.0,1.0,0.04382550335570468,6.53
LSF,0.7000000000000001,0.0,0.0,0.0,0.0
OS,0.8,1.0,1.0,0.31302013422818786,46.64
RDP,0.8,0.04,0.0,0.006711409395973153,1.0
BU,0.8,0.38,0.04202719406674904,0.015838926174496646,2.36
VC,0.8,1.0,1.0,0.04194630872483221,6.25
LSF,0.8,0.0,0.0,0.0,0.0
OS,0.9,1.0,1.0,0.43416107382550334,64.69
RDP,0.9,0.04,0.0,0.006711409395973153,1.0
BU,0.9,0.4,0.04580152671755722,0.014966442953020133,2.23
VC,0.9,1.0,1.0,0.04026845637583893,6.0
LSF,0.9,0.0,0.0,0.0,0.0
