Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity
OS,0.0,0.9285714285714286,0.0,0.01052631578947369
RDP,0.0,1.0,,1.0
BU,0.0,1.0,,1.0
VC,0.0,1.0,,1.0
OS,0.01,1.0,,0.032330827067669175
RDP,0.01,1.0,,0.6311278195488723
BU,0.01,1.0,,0.392781954887218
VC,0.01,1.0,,0.6819548872180451
OS,0.02,1.0,,0.04045112781954888
RDP,0.02,1.0,,0.42496240601503754
BU,0.02,1.0,,0.27398496240601505
VC,0.02,1.0,,0.5451127819548873
OS,0.03,1.0,,0.050375939849624074
RDP,0.03,1.0,,0.30436090225563905
BU,0.03,1.0,,0.2213533834586466
VC,0.03,1.0,,0.4610526315789473
OS,0.04,1.0,,0.05669172932330828
RDP,0.04,1.0,,0.23954887218045115
BU,0.04,1.0,,0.19187969924812032
VC,0.04,1.0,,0.3996992481203007
OS,0.05,1.0,,0.06436090225563908
RDP,0.05,1.0,,0.1921804511278195
BU,0.05,1.0,,0.16691729323308271
VC,0.05,1.0,,0.35488721804511275
OS,0.06,1.0,,0.0700751879699248
RDP,0.06,1.0,,0.15729323308270676
BU,0.06,1.0,,0.15097744360902252
VC,0.06,1.0,,0.3186466165413534
OS,0.07,1.0,,0.08120300751879701
RDP,0.07,1.0,,0.13338345864661655
BU,0.07,1.0,,0.13924812030075184
VC,0.07,1.0,,0.2900751879699248
OS,0.08,1.0,,0.09458646616541354
RDP,0.08,1.0,,0.11323308270676694
BU,0.08,1.0,,0.1281203007518797
VC,0.08,1.0,,0.26556390977443595
OS,0.09,1.0,,0.10150375939849626
RDP,0.09,1.0,,0.09729323308270676
BU,0.09,1.0,,0.12210526315789473
VC,0.09,1.0,,0.24932330827067664
OS,0.1,1.0,,0.10962406015037593
RDP,0.1,1.0,,0.08751879699248119
BU,0.1,1.0,,0.11518796992481205
VC,0.1,1.0,,0.23082706766917294
OS,0.11,1.0,,0.11699248120300751
RDP,0.11,1.0,,0.08030075187969926
BU,0.11,1.0,,0.10947368421052632
VC,0.11,1.0,,0.21458646616541355
OS,0.12,1.0,,0.12646616541353387
RDP,0.12,1.0,,0.0736842105263158
BU,0.12,1.0,,0.10406015037593982
VC,0.12,1.0,,0.20451127819548878
OS,0.13,1.0,,0.1321804511278196
RDP,0.13,1.0,,0.06887218045112782
BU,0.13,1.0,,0.10045112781954886
VC,0.13,1.0,,0.19639097744360898
OS,0.14,1.0,,0.13714285714285715
RDP,0.14,1.0,,0.06661654135338346
BU,0.14,1.0,,0.09503759398496239
VC,0.14,1.0,,0.18947368421052627
OS,0.15,1.0,,0.14360902255639096
RDP,0.15,1.0,,0.06406015037593986
BU,0.15,1.0,,0.0926315789473684
VC,0.15,1.0,,0.18315789473684213
OS,0.16,1.0,,0.15067669172932333
RDP,0.16,1.0,,0.06045112781954887
BU,0.16,1.0,,0.08812030075187968
VC,0.16,1.0,,0.17654135338345867
OS,0.17,1.0,,0.15714285714285717
RDP,0.17,1.0,,0.05804511278195489
BU,0.17,1.0,,0.08210526315789471
VC,0.17,1.0,,0.17142857142857143
OS,0.18,1.0,,0.16676691729323312
RDP,0.18,0.9857142857142858,0.0,0.05578947368421054
BU,0.18,1.0,,0.07879699248120299
VC,0.18,1.0,,0.16571428571428568
OS,0.19,1.0,,0.17714285714285716
RDP,0.19,0.9857142857142858,0.0,0.054285714285714305
BU,0.19,1.0,,0.07789473684210524
VC,0.19,1.0,,0.16135338345864655
OS,0.2,1.0,,0.18496240601503763
RDP,0.2,0.9428571428571428,0.0,0.052781954887218055
BU,0.2,1.0,,0.07518796992481201
VC,0.2,1.0,,0.1581954887218045
OS,0.21,1.0,,0.19263157894736846
RDP,0.21,0.9571428571428572,0.0,0.05127819548872182
BU,0.21,1.0,,0.07218045112781953
VC,0.21,1.0,,0.1550375939849624
OS,0.22,1.0,,0.20721804511278194
RDP,0.22,0.9428571428571428,0.0,0.0505263157894737
BU,0.22,1.0,,0.06947368421052628
VC,0.22,1.0,,0.15323308270676692
OS,0.23,1.0,,0.21428571428571427
RDP,0.23,0.9285714285714286,0.0,0.04887218045112783
BU,0.23,1.0,,0.06646616541353383
VC,0.23,1.0,,0.15037593984962408
OS,0.24,1.0,,0.22466165413533828
RDP,0.24,0.9,0.0,0.04691729323308272
BU,0.24,1.0,,0.06556390977443606
VC,0.24,1.0,,0.1478195488721805
OS,0.25,1.0,,0.23533834586466165
RDP,0.25,0.8714285714285714,0.0,0.046015037593984974
BU,0.25,1.0,,0.06406015037593982
VC,0.25,1.0,,0.1442105263157895
OS,0.26,1.0,,0.24781954887218047
RDP,0.26,0.8285714285714286,0.0,0.043759398496240616
BU,0.26,1.0,,0.060751879699248106
VC,0.26,1.0,,0.14120300751879702
OS,0.27,1.0,,0.25789473684210523
RDP,0.27,0.8,0.0,0.04285714285714287
BU,0.27,1.0,,0.05954887218045112
VC,0.27,1.0,,0.13879699248120303
OS,0.28,1.0,,0.2703759398496241
RDP,0.28,0.7714285714285715,0.0,0.040451127819548884
BU,0.28,1.0,,0.05804511278195489
VC,0.28,1.0,,0.13654135338345869
OS,0.29,1.0,,0.28225563909774437
RDP,0.29,0.7285714285714285,0.0,0.03969924812030076
BU,0.29,1.0,,0.05684210526315791
VC,0.29,1.0,,0.13443609022556394
OS,0.3,1.0,,0.29142857142857137
RDP,0.3,0.6714285714285714,0.0,0.038045112781954896
BU,0.3,1.0,,0.056541353383458656
VC,0.3,1.0,,0.13263157894736843
OS,0.31,1.0,,0.2986466165413534
RDP,0.31,0.6285714285714286,0.0,0.037293233082706774
BU,0.31,1.0,,0.05563909774436091
VC,0.31,1.0,,0.13082706766917296
OS,0.32,1.0,,0.30962406015037597
RDP,0.32,0.5857142857142857,0.0,0.035639097744360915
BU,0.32,1.0,,0.05533834586466166
VC,0.32,1.0,,0.12842105263157896
OS,0.33,1.0,,0.3181954887218046
RDP,0.33,0.5857142857142857,0.0,0.034436090225563924
BU,0.33,1.0,,0.054135338345864675
VC,0.33,1.0,,0.12691729323308273
OS,0.34,1.0,,0.3276691729323309
RDP,0.34,0.5714285714285714,0.0,0.03278195488721805
BU,0.34,1.0,,0.054135338345864675
VC,0.34,1.0,,0.12556390977443607
OS,0.35000000000000003,1.0,,0.34526315789473677
RDP,0.35000000000000003,0.5714285714285714,0.0,0.031729323308270684
BU,0.35000000000000003,1.0,,0.054135338345864675
VC,0.35000000000000003,1.0,,0.12210526315789473
OS,0.36,1.0,,0.35518796992481205
RDP,0.36,0.5285714285714286,0.0,0.02947368421052632
BU,0.36,1.0,,0.054135338345864675
VC,0.36,1.0,,0.12030075187969924
OS,0.37,1.0,,0.3682706766917294
RDP,0.37,0.5,0.0,0.026315789473684216
BU,0.37,1.0,,0.054135338345864675
VC,0.37,1.0,,0.1180451127819549
OS,0.38,1.0,,0.37879699248120297
RDP,0.38,0.45714285714285713,0.0,0.024511278195488723
BU,0.38,1.0,,0.054135338345864675
VC,0.38,1.0,,0.1162406015037594
OS,0.39,1.0,,0.3914285714285714
RDP,0.39,0.4857142857142857,0.0,0.023308270676691733
BU,0.39,1.0,,0.05383458646616543
VC,0.39,1.0,,0.11518796992481202
OS,0.4,1.0,,0.40406015037593984
RDP,0.4,0.5428571428571428,0.0,0.021954887218045116
BU,0.4,1.0,,0.05353383458646618
VC,0.4,1.0,,0.11383458646616541
OS,0.41000000000000003,1.0,,0.41894736842105257
RDP,0.41000000000000003,0.5714285714285714,0.0,0.020751879699248126
BU,0.41000000000000003,1.0,,0.05353383458646618
VC,0.41000000000000003,1.0,,0.1124812030075188
OS,0.42,1.0,,0.4288721804511277
RDP,0.42,0.6285714285714286,0.0,0.019699248120300755
BU,0.42,0.9857142857142858,0.0,0.05323308270676693
VC,0.42,1.0,,0.10977443609022558
OS,0.43,1.0,,0.4436090225563909
RDP,0.43,0.7285714285714285,0.0,0.01654135338345865
BU,0.43,0.9857142857142858,0.0,0.052932330827067685
VC,0.43,1.0,,0.10766917293233084
OS,0.44,1.0,,0.4596992481203007
RDP,0.44,0.7428571428571429,0.0,0.016090225563909776
BU,0.44,0.9857142857142858,0.0,0.052932330827067685
VC,0.44,1.0,,0.10631578947368422
OS,0.45,1.0,,0.4733834586466165
RDP,0.45,0.7857142857142857,0.0,0.015338345864661658
BU,0.45,0.9714285714285714,0.0,0.05263157894736843
VC,0.45,1.0,,0.10406015037593987
OS,0.46,1.0,,0.48556390977443614
RDP,0.46,0.8142857142857143,0.0,0.014436090225563913
BU,0.46,0.9714285714285714,0.0,0.05263157894736843
VC,0.46,1.0,,0.10375939849624062
OS,0.47000000000000003,1.0,,0.49624060150375937
RDP,0.47000000000000003,0.8285714285714286,0.0,0.014285714285714289
BU,0.47000000000000003,0.9714285714285714,0.0,0.05263157894736843
VC,0.47000000000000003,1.0,,0.10180451127819551
OS,0.48,1.0,,0.5081203007518797
RDP,0.48,0.8428571428571429,0.0,0.013684210526315794
BU,0.48,0.9714285714285714,0.0,0.05172932330827069
VC,0.48,1.0,,0.10030075187969925
OS,0.49,1.0,,0.5201503759398496
RDP,0.49,0.8571428571428571,0.0,0.013533834586466169
BU,0.49,0.9714285714285714,0.0,0.05172932330827069
VC,0.49,1.0,,0.0993984962406015
OS,0.5,1.0,,0.529624060150376
RDP,0.5,0.8714285714285714,0.0,0.012330827067669177
BU,0.5,0.9714285714285714,0.0,0.05172932330827069
VC,0.5,1.0,,0.09879699248120301
OS,0.51,1.0,,0.5440601503759399
RDP,0.51,0.8714285714285714,0.0,0.011879699248120306
BU,0.51,0.9571428571428572,0.0,0.051428571428571435
VC,0.51,1.0,,0.09639097744360903
OS,0.52,1.0,,0.5556390977443608
RDP,0.52,0.8714285714285714,0.0,0.011879699248120306
BU,0.52,0.9285714285714286,0.0,0.050827067669172936
VC,0.52,1.0,,0.09458646616541352
OS,0.53,1.0,,0.5685714285714285
RDP,0.53,0.8714285714285714,0.0,0.011578947368421057
BU,0.53,0.9285714285714286,0.0,0.050827067669172936
VC,0.53,1.0,,0.09383458646616541
OS,0.54,1.0,,0.5824060150375939
RDP,0.54,0.9142857142857143,0.0,0.01097744360902256
BU,0.54,0.9285714285714286,0.0,0.050827067669172936
VC,0.54,1.0,,0.09248120300751879
OS,0.55,1.0,,0.5965413533834585
RDP,0.55,0.9285714285714286,0.0,0.010827067669172935
BU,0.55,0.9285714285714286,0.0,0.050827067669172936
VC,0.55,1.0,,0.09142857142857141
OS,0.56,1.0,,0.609172932330827
RDP,0.56,0.9428571428571428,0.0,0.010676691729323312
BU,0.56,0.9285714285714286,0.0,0.050827067669172936
VC,0.56,1.0,,0.09022556390977443
OS,0.5700000000000001,1.0,,0.6224060150375942
RDP,0.5700000000000001,0.9428571428571428,0.0,0.010676691729323312
BU,0.5700000000000001,0.9285714285714286,0.0,0.05052631578947369
VC,0.5700000000000001,1.0,,0.08977443609022556
OS,0.58,1.0,,0.6386466165413535
RDP,0.58,0.9428571428571428,0.0,0.010676691729323312
BU,0.58,0.9285714285714286,0.0,0.05052631578947369
VC,0.58,1.0,,0.08887218045112782
OS,0.59,1.0,,0.6524812030075188
RDP,0.59,0.9428571428571428,0.0,0.010676691729323312
BU,0.59,0.9142857142857143,0.0,0.0499248120300752
VC,0.59,1.0,,0.08812030075187971
OS,0.6,1.0,,0.6636090225563909
RDP,0.6,0.9428571428571428,0.0,0.010676691729323312
BU,0.6,0.9142857142857143,0.0,0.0499248120300752
VC,0.6,1.0,,0.08766917293233083
OS,0.61,1.0,,0.6780451127819548
RDP,0.61,0.9428571428571428,0.0,0.010676691729323312
BU,0.61,0.9,0.0,0.04962406015037595
VC,0.61,1.0,,0.08676691729323308
OS,0.62,1.0,,0.6873684210526315
RDP,0.62,0.9428571428571428,0.0,0.010676691729323312
BU,0.62,0.9,0.0,0.04962406015037595
VC,0.62,1.0,,0.08586466165413534
OS,0.63,1.0,,0.6968421052631579
RDP,0.63,0.9428571428571428,0.0,0.010676691729323312
BU,0.63,0.9,0.0,0.049323308270676706
VC,0.63,1.0,,0.08421052631578949
OS,0.64,1.0,,0.7106766917293234
RDP,0.64,0.9428571428571428,0.0,0.010676691729323312
BU,0.64,0.9,0.0,0.049323308270676706
VC,0.64,1.0,,0.08345864661654136
OS,0.65,1.0,,0.7222556390977444
RDP,0.65,0.9571428571428572,0.0,0.01052631578947369
BU,0.65,0.9,0.0,0.049323308270676706
VC,0.65,1.0,,0.08240601503759397
OS,0.66,1.0,,0.7321804511278195
