Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity
BU,0.31,0.8714285714285714,0.6115906288532675,0.05563909774436091
VC,0.31,0.9428571428571428,0.8113207547169812,0.13082706766917296
OS,0.32,0.9857142857142858,0.9513212795549374,0.30962406015037597
RDP,0.32,0.6285714285714286,0.21280276816609,0.035639097744360915
BU,0.32,0.8714285714285714,0.6115906288532675,0.05533834586466166
VC,0.32,0.9428571428571428,0.8113207547169812,0.12842105263157896
OS,0.33,0.9857142857142858,0.9513212795549374,0.3181954887218046
RDP,0.33,0.6285714285714286,0.21280276816609,0.034436090225563924
BU,0.33,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.33,0.9428571428571428,0.8113207547169812,0.12691729323308273
OS,0.34,0.9857142857142858,0.9513212795549374,0.3276691729323309
RDP,0.34,0.6142857142857143,0.1984732824427481,0.03278195488721805
BU,0.34,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.34,0.9428571428571428,0.8113207547169812,0.12556390977443607
OS,0.35000000000000003,0.9714285714285714,0.9056603773584906,0.34526315789473677
RDP,0.35000000000000003,0.5857142857142857,0.13910093299406268,0.031729323308270684
BU,0.35000000000000003,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.35000000000000003,0.9428571428571428,0.8113207547169812,0.12210526315789473
OS,0.36,0.9714285714285714,0.9056603773584906,0.35518796992481205
RDP,0.36,0.5,0.03619197482297409,0.02947368421052632
BU,0.36,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.36,0.9285714285714286,0.7566063977746871,0.12030075187969924
OS,0.37,0.9714285714285714,0.9056603773584906,0.3682706766917294
RDP,0.37,0.35714285714285715,-0.15553925165077054,0.026315789473684216
BU,0.37,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.37,0.9285714285714286,0.7566063977746871,0.1180451127819549
OS,0.38,0.9714285714285714,0.9056603773584906,0.37879699248120297
RDP,0.38,0.2714285714285714,-0.2268041237113403,0.024511278195488723
BU,0.38,0.8571428571428571,0.5558375634517767,0.054135338345864675
VC,0.38,0.9285714285714286,0.7566063977746871,0.1162406015037594
OS,0.39,0.9714285714285714,0.9056603773584906,0.3914285714285714
RDP,0.39,0.2714285714285714,-0.2268041237113403,0.023308270676691733
BU,0.39,0.8571428571428571,0.5558375634517767,0.05383458646616543
VC,0.39,0.9285714285714286,0.7566063977746871,0.11518796992481202
OS,0.4,0.9714285714285714,0.9056603773584906,0.40406015037593984
RDP,0.4,0.2571428571428571,-0.31313131313131337,0.021954887218045116
BU,0.4,0.8571428571428571,0.5558375634517767,0.05353383458646618
VC,0.4,0.9285714285714286,0.7566063977746871,0.11383458646616541
OS,0.41000000000000003,0.9714285714285714,0.9056603773584906,0.41894736842105257
RDP,0.41000000000000003,0.24285714285714285,-0.3609684519442409,0.020751879699248126
BU,0.41000000000000003,0.8571428571428571,0.5558375634517767,0.05353383458646618
VC,0.41000000000000003,0.9285714285714286,0.7566063977746871,0.1124812030075188
OS,0.42,0.9714285714285714,0.9056603773584906,0.4288721804511277
RDP,0.42,0.2714285714285714,-0.3553530751708427,0.019699248120300755
BU,0.42,0.8571428571428571,0.5558375634517767,0.05323308270676693
VC,0.42,0.9285714285714286,0.7566063977746871,0.10977443609022558
OS,0.43,0.9714285714285714,0.9056603773584906,0.4436090225563909
RDP,0.43,0.32857142857142857,-0.34285714285714275,0.01654135338345865
BU,0.43,0.8571428571428571,0.5558375634517767,0.052932330827067685
VC,0.43,0.9285714285714286,0.7566063977746871,0.10766917293233084
OS,0.44,0.9714285714285714,0.9056603773584906,0.4596992481203007
RDP,0.44,0.34285714285714286,-0.33943427620632294,0.016090225563909776
BU,0.44,0.8571428571428571,0.5558375634517767,0.052932330827067685
VC,0.44,0.9285714285714286,0.7566063977746871,0.10631578947368422
OS,0.45,0.9714285714285714,0.9056603773584906,0.4733834586466165
RDP,0.45,0.37142857142857144,-0.3321799307958475,0.015338345864661658
BU,0.45,0.8571428571428571,0.5558375634517767,0.05263157894736843
VC,0.45,0.9285714285714286,0.7566063977746871,0.10406015037593987
OS,0.46,0.9714285714285714,0.9056603773584906,0.48556390977443614
RDP,0.46,0.4,-0.32432432432432434,0.014436090225563913
BU,0.46,0.8571428571428571,0.5558375634517767,0.05263157894736843
VC,0.46,0.9285714285714286,0.7566063977746871,0.10375939849624062
OS,0.47000000000000003,0.9714285714285714,0.9056603773584906,0.49624060150375937
RDP,0.47000000000000003,0.4142857142857143,-0.3201471941122356,0.014285714285714289
BU,0.47000000000000003,0.8571428571428571,0.5558375634517767,0.05263157894736843
VC,0.47000000000000003,0.9285714285714286,0.7566063977746871,0.10180451127819551
OS,0.48,0.9714285714285714,0.9056603773584906,0.5081203007518797
RDP,0.48,0.42857142857142855,-0.3157894736842106,0.013684210526315794
BU,0.48,0.8571428571428571,0.5558375634517767,0.05172932330827069
VC,0.48,0.9285714285714286,0.7399702823179792,0.10030075187969925
OS,0.49,0.9714285714285714,0.9056603773584906,0.5201503759398496
RDP,0.49,0.44285714285714284,-0.3112391930835736,0.013533834586466169
BU,0.49,0.8571428571428571,0.5558375634517767,0.05172932330827069
VC,0.49,0.9285714285714286,0.7399702823179792,0.0993984962406015
OS,0.5,0.9714285714285714,0.9056603773584906,0.529624060150376
RDP,0.5,0.4714285714285714,-0.24399615754082626,0.012330827067669177
BU,0.5,0.8571428571428571,0.5558375634517767,0.05172932330827069
VC,0.5,0.9285714285714286,0.7399702823179792,0.09879699248120301
OS,0.51,0.9857142857142858,0.9513212795549374,0.5440601503759399
RDP,0.51,0.4857142857142857,-0.1842105263157896,0.011879699248120306
BU,0.51,0.8428571428571429,0.5252774352651048,0.051428571428571435
VC,0.51,0.9285714285714286,0.7399702823179792,0.09639097744360903
OS,0.52,1.0,1.0,0.5556390977443608
RDP,0.52,0.4857142857142857,-0.1842105263157896,0.011879699248120306
BU,0.52,0.8428571428571429,0.5252774352651048,0.050827067669172936
VC,0.52,0.9285714285714286,0.7399702823179792,0.09458646616541352
OS,0.53,1.0,1.0,0.5685714285714285
RDP,0.53,0.4857142857142857,-0.1842105263157896,0.011578947368421057
BU,0.53,0.8428571428571429,0.5252774352651048,0.050827067669172936
VC,0.53,0.9285714285714286,0.7399702823179792,0.09383458646616541
OS,0.54,1.0,1.0,0.5824060150375939
RDP,0.54,0.5142857142857142,-0.1689587426326129,0.01097744360902256
BU,0.54,0.8428571428571429,0.5252774352651048,0.050827067669172936
VC,0.54,0.9142857142857143,0.6982758620689655,0.09248120300751879
OS,0.55,1.0,1.0,0.5965413533834585
RDP,0.55,0.5285714285714286,-0.16080402010050232,0.010827067669172935
BU,0.55,0.8428571428571429,0.5252774352651048,0.050827067669172936
VC,0.55,0.9142857142857143,0.6982758620689655,0.09142857142857141
OS,0.56,1.0,1.0,0.609172932330827
RDP,0.56,0.5428571428571428,-0.15226337448559657,0.010676691729323312
