Type,Alpha,Mean Loyalty,Kappa Loyalty,Complexity,Num Segments
OS,0.0,0.73,0.04929577464788726,0.01265822784810127,1.0
RDP,0.0,1.0,1.0,0.9998734177215189,78.99
BU,0.0,1.0,1.0,1.0126582278481016,80.0
VC,0.0,1.0,1.0,1.0,79.0
LSF,0.0,0.0,0.0,0.0,0.0
OS,0.1,0.99,0.9468085106382979,0.16746835443037977,13.23
RDP,0.1,0.98,0.8888888888888888,0.13037974683544307,10.3
BU,0.1,0.93,0.5512820512820513,0.10949367088607596,8.65
VC,0.1,0.98,0.8979591836734694,0.2479746835443038,19.59
LSF,0.1,0.0,0.0,0.0,0.0
OS,0.2,0.98,0.8979591836734694,0.23392405063291138,18.48
RDP,0.2,0.93,0.5512820512820513,0.0946835443037975,7.48
BU,0.2,0.87,0.4841269841269842,0.07924050632911393,6.26
VC,0.2,0.96,0.8113207547169812,0.18632911392405066,14.72
LSF,0.2,0.0,0.0,0.0,0.0
OS,0.30000000000000004,0.99,0.9468085106382979,0.2940506329113924,23.23
RDP,0.30000000000000004,0.91,0.5212765957446809,0.06392405063291141,5.05
BU,0.30000000000000004,0.92,0.5121951219512195,0.06430379746835445,5.08
VC,0.30000000000000004,0.96,0.8113207547169812,0.16050632911392404,12.68
LSF,0.30000000000000004,0.0,0.0,0.0,0.0
OS,0.4,0.99,0.9468085106382979,0.35518987341772146,28.06
RDP,0.4,0.53,0.10305343511450393,0.04936708860759495,3.9
BU,0.4,0.91,0.5212765957446809,0.0627848101265823,4.96
VC,0.4,0.96,0.8113207547169812,0.14683544303797472,11.6
LSF,0.4,0.0,0.0,0.0,0.0
OS,0.5,0.99,0.9468085106382979,0.4291139240506328,33.9
RDP,0.5,0.15,0.011627906976744207,0.020379746835443045,1.61
BU,0.5,0.71,0.23684210526315785,0.05835443037974685,4.61
VC,0.5,0.91,0.5909090909090908,0.13645569620253167,10.78
LSF,0.5,0.0,0.0,0.0,0.0
OS,0.6000000000000001,0.99,0.9468085106382979,0.5243037974683544,41.42
RDP,0.6000000000000001,0.1,0.0,0.01265822784810127,1.0
BU,0.6000000000000001,0.23,0.012820512820512775,0.04835443037974684,3.82
VC,0.6000000000000001,0.94,0.6938775510204083,0.13037974683544307,10.3
LSF,0.6000000000000001,0.0,0.0,0.0,0.0
OS,0.7000000000000001,1.0,1.0,0.6373417721518987,50.35
RDP,0.7000000000000001,0.1,0.0,0.01265822784810127,1.0
BU,0.7000000000000001,0.1,-0.018099547511312153,0.03848101265822785,3.04
VC,0.7000000000000001,0.95,0.7093023255813953,0.12455696202531648,9.84
LSF,0.7000000000000001,0.0,0.0,0.0,0.0
OS,0.8,1.0,1.0,0.7760759493670888,61.31
RDP,0.8,0.1,0.0,0.01265822784810127,1.0
BU,0.8,0.1,0.0,0.03734177215189874,2.95
VC,0.8,0.93,0.6276595744680851,0.12253164556962026,9.68
LSF,0.8,0.0,0.0,0.0,0.0
OS,0.9,1.0,1.0,0.8997468354430379,71.08
RDP,0.9,0.1,0.0,0.01265822784810127,1.0
BU,0.9,0.1,0.0,0.03569620253164557,2.82
VC,0.9,0.93,0.6276595744680851,0.11822784810126585,9.34
LSF,0.9,0.0,0.0,0.0,0.0
