model_type,train_acc,val_acc,test_acc
logistic-regression,0.9,0.862745098039216,0.883817427385892
decision-tree,1.0,0.990196078431372,0.95850622406639
knn,1.0,0.9607843137254902,0.950207468879668
cnn,0.9890000224113464,0.9664705991744996,0.979253113269806
miniRocket,1.0,0.9803921568627451,0.983402489626556
