model_type,train_acc,val_acc,test_acc
decision-tree,1.0,0.3333333333333333,0.6
logistic-regression,0.75,0.3333333333333333,0.43
knn,1.0,0.6666666666666666,0.4316666666666666
cnn,0.9858333468437196,0.6666666865348816,0.7866666913032532
miniRocket,1.0,0.6666666666666666,0.8983333333333333
