dataset,model,simp_algorithm,performance,"knee(x,y)",time
MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,VW,0.663504379409638,"(0.24215189873417725, 0.609375)",0.0166377
MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,BU,0.615504971545719,"(0.08151898734177214, 0.417960088691796)",0.2827007
MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,OS,0.65887463364597,"(0.4097468354430379, 0.9480249480249481)",25.95303
ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,RDP,0.492321329662052,"(0.09341772151898736, 0.3992606284658041)",0.5525665
ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,VW,0.621941983554407,"(0.2348101265822785, 0.504950495049505)",0.0166082
ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,BU,0.522672676974551,"(0.11797468354430382, 0.16000000000000003)",0.283418
ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,OS,0.830126582278481,"(0.8427848101265824, 1.0)",26.1976595
ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,RDP,0.878354430379747,"(0.13113924050632914, 1.0)",0.561126
ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,VW,0.873417721518987,"(1.0, 1.0)",0.0167323
ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,BU,0.458860759493671,"(0.06329113924050635, 1.0)",0.2910907
ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,OS,0.692319017814086,"(0.3410126582278481, 0.9618320610687023)",25.9693425
ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,RDP,0.626869179518202,"(0.13113924050632914, 0.45504087193460496)",0.5526001
ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,VW,0.773058781491488,"(0.2348101265822785, 0.8275862068965517)",0.0164401
ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,BU,0.660903787007195,"(0.11797468354430382, 0.4508670520231214)",0.2832031
ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,OS,0.532911392405064,"(0.1844303797468354, 1.0)",26.1381296
ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,RDP,0.595751381415938,"(0.11088607594936711, 0.6621621621621622)",0.5113735
ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,VW,0.64321853113153,"(1.0, 1.0)",0.0164466999999999
ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,BU,0.690076784681617,"(0.09734177215189874, 0.4923857868020305)",0.2938036
ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,OS,0.675316455696203,"(0.6879746835443039, 1.0)",26.3883169
ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,RDP,0.805822784810127,"(0.8184810126582278, 1.0)",0.5257641
ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,VW,0.892784810126582,"(1.0, 1.0)",0.0164818
ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,BU,0.971392405063291,"(1.0126582278481016, 1.0)",0.2938477
ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxTWTEST_normalized,knn_norm.pkl,OS,0.596217926787547,"(0.4768354430379747, 1.0)",26.8246022
SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,VW,0.578686199246911,"(0.7599999999999999, 0.9560632688927944)",0.0052659
SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,RDP,0.60068717919941,"(0.7207142857142856, 0.9121265377855887)",0.0836874
SmoothSubspaceTEST_normalized,knn_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
PlaneTEST_normalized,decision-tree_norm.pkl,OS,0.618411522252582,"(0.214965034965035, 1.0)",147.5412382
PlaneTEST_normalized,decision-tree_norm.pkl,RDP,0.695781443875495,"(0.07881118881118881, 0.4552882433045847)",1.0950474
PlaneTEST_normalized,decision-tree_norm.pkl,VW,0.815116178905798,"(0.1813286713286713, 0.8413705583756346)",0.0280900999999999
PlaneTEST_normalized,decision-tree_norm.pkl,BU,0.709517542880544,"(0.07146853146853148, 0.48478900883218834)",0.5871825
PlaneTEST_normalized,decision-tree_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
PlaneTEST_normalized,logistic-regression_norm.pkl,OS,0.624548274306339,"(0.1537062937062937, 0.9596774193548387)",147.673976
PlaneTEST_normalized,logistic-regression_norm.pkl,RDP,0.955443979034975,"(0.07881118881118881, 1.0)",1.0955291
PlaneTEST_normalized,logistic-regression_norm.pkl,VW,0.920708920074571,"(0.11881118881118882, 1.0)",0.0283393
PlaneTEST_normalized,logistic-regression_norm.pkl,BU,0.927713349478272,"(0.07146853146853148, 0.9216300940438872)",0.5625959
PlaneTEST_normalized,logistic-regression_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ChinatownTEST_normalized,knn_norm.pkl,LSF,0.0,"(0.0, 0.0)",0.0
ChinatownTEST_normalized,knn_norm.pkl,BU,0.9583333333333346,"(1.0416666666666679, 1.0)",0.0
ChinatownTEST_normalized,knn_norm.pkl,VW,0.7962500000000001,"(1.0, 1.0)",0.0
ChinatownTEST_normalized,knn_norm.pkl,RDP,0.9266666666666664,"(0.9987499999999998, 1.0)",0.0
ChinatownTEST_normalized,knn_norm.pkl,OS,0.8229166666666666,"(0.1687499999999999, 1.0)",0.0
ECGFiveDaysTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
ECGFiveDaysTEST_normalized,cnn_norm.pth,BU,0.9727205882352918,"(0.05088235294117645, 1.0)",0.0
ECGFiveDaysTEST_normalized,cnn_norm.pth,VW,0.9457352941176472,"(1.0, 1.0)",0.0
ECGFiveDaysTEST_normalized,cnn_norm.pth,RDP,0.9444852941176476,"(0.03860294117647054, 1.0)",0.0
ECGFiveDaysTEST_normalized,cnn_norm.pth,OS,0.9291544117647064,"(0.05919117647058817, 1.0)",0.0
GunPointTEST_normalized,cnn_norm.pth,OS,0.862008572294226,"(0.2561999999999998, 1.0)",0.0
GunPointTEST_normalized,cnn_norm.pth,RDP,0.9363973474089342,"(0.08893333333333335, 0.9417249417249417)",0.0
GunPointTEST_normalized,cnn_norm.pth,VW,0.932696672691381,"(0.13253333333333336, 0.9703791469194313)",0.0
GunPointTEST_normalized,cnn_norm.pth,BU,0.9453638874236094,"(0.06539999999999997, 0.9703791469194313)",0.0
GunPointTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
PowerConsTEST_normalized,cnn_norm.pth,OS,0.7670444444444445,"(0.34583333333333344, 1.0)",0.0
PowerConsTEST_normalized,cnn_norm.pth,RDP,0.8577479166666662,"(0.18500000000000014, 0.94)",0.0
PowerConsTEST_normalized,cnn_norm.pth,VW,0.8915062500000002,"(0.3457638888888889, 0.98)",0.0
PowerConsTEST_normalized,cnn_norm.pth,BU,0.9247354166666653,"(0.1719444444444444, 0.94)",0.0
PowerConsTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,OS,0.719813240251833,"(0.0894666666666667, 1.0)",0.0
GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,RDP,0.9529823169916736,"(0.1043333333333333, 0.979757085020243)",0.0
GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,VW,0.9242530200505478,"(0.10146666666666666, 1.0)",0.0
GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,BU,0.9511976720094136,"(0.08099999999999996, 0.959758551307847)",0.0
GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,OS,0.7506680256397259,"(0.26425, 1.0)",0.0
PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,RDP,0.7664267008920932,"(0.144625, 0.9159663865546218)",0.0
PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,VW,0.8686842097820557,"(0.3155, 1.0)",0.0
PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,BU,0.8832025534318115,"(0.1467500000000001, 0.9372909698996655)",0.0
PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,OS,0.7359224109189811,"(0.72625, 1.0)",0.0
DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,RDP,0.7575985468600581,"(0.20787499999999998, 0.8295696634000852)",0.0
DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,VW,0.8061915458429539,"(0.4132500000000001, 1.0)",0.0
DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,BU,0.8452201891960787,"(0.19762499999999997, 0.9167013744273219)",0.0
DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
WaferTEST_normalized,cnn_norm.pth,OS,0.4860526315789475,"(0.49263157894736864, 1.0)",0.0
WaferTEST_normalized,cnn_norm.pth,RDP,0.5854276315789474,"(0.016447368421052613, 1.0)",0.0
WaferTEST_normalized,cnn_norm.pth,VW,0.9509868421052632,"(1.0, 1.0)",0.0
WaferTEST_normalized,cnn_norm.pth,BU,0.988026315789474,"(1.0065789473684215, 1.0)",0.0
WaferTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,BU,0.8141091822524449,"(0.2894285714285715, 0.9768303985171455)",0.0
SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,VW,0.7764825214866308,"(0.45557142857142835, 1.0)",0.0
SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,RDP,0.7102817736147814,"(0.24342857142857136, 0.9065420560747663)",0.0
SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,OS,0.5954735606647078,"(0.5705714285714287, 0.9768303985171455)",0.0
ItalyPowerDemandTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
ItalyPowerDemandTEST_normalized,cnn_norm.pth,BU,0.7930099479786477,"(0.27250000000000013, 0.7811816192560175)",0.0
ItalyPowerDemandTEST_normalized,cnn_norm.pth,VW,0.5396420892945015,"(0.5116666666666666, 0.9736842105263158)",0.0
ItalyPowerDemandTEST_normalized,cnn_norm.pth,RDP,0.7364100877338948,"(0.3887500000000001, 0.9190064794816415)",0.0
ItalyPowerDemandTEST_normalized,cnn_norm.pth,OS,0.7126320501194185,"(0.8799999999999999, 0.9743326488706365)",0.0
CropTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
CropTEST_normalized,cnn_norm.pth,BU,0.9091178134842954,"(0.20217391304347831, 0.9264705882352942)",0.0
CropTEST_normalized,cnn_norm.pth,VW,0.8194784820407077,"(0.5421739130434782, 1.0)",0.0
CropTEST_normalized,cnn_norm.pth,RDP,0.8104822656002302,"(0.21065217391304342, 0.8739098455395607)",0.0
CropTEST_normalized,cnn_norm.pth,OS,0.6319252991039624,"(0.3667391304347827, 0.9895112229913992)",0.0
FaceAllTEST_normalized,cnn_norm.pth,OS,0.7071926256496806,"(0.5138931297709923, 1.0)",0.0
FaceAllTEST_normalized,cnn_norm.pth,RDP,0.786838450095608,"(0.37061068702290084, 1.0)",0.0
FaceAllTEST_normalized,cnn_norm.pth,VW,0.7040257263370473,"(0.46916030534351144, 1.0)",0.0
FaceAllTEST_normalized,cnn_norm.pth,BU,0.6866154535165984,"(0.2255725190839696, 0.6575342465753424)",0.0
FaceAllTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
AdiacTEST_normalized,cnn_norm.pth,OS,0.8201973953973307,"(0.22681359044995408, 0.9891732283464567)",0.0
AdiacTEST_normalized,cnn_norm.pth,RDP,0.8292514451467203,"(0.13355142332415063, 0.7946506550218341)",0.0
AdiacTEST_normalized,cnn_norm.pth,VW,0.8676744822416893,"(0.23071625344352617, 0.9132530120481928)",0.0
AdiacTEST_normalized,cnn_norm.pth,BU,0.8161594677895173,"(0.10135445362718083, 0.7386713594368676)",0.0
AdiacTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
SyntheticControlTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
SyntheticControlTEST_normalized,cnn_norm.pth,BU,0.8912490506101647,"(0.3515000000000002, 0.98796485738356)",0.0
SyntheticControlTEST_normalized,cnn_norm.pth,VW,0.7813241906751733,"(0.735, 0.98796485738356)",0.0
SyntheticControlTEST_normalized,cnn_norm.pth,RDP,0.885720633778954,"(0.3983333333333334, 0.987974987974988)",0.0
SyntheticControlTEST_normalized,cnn_norm.pth,OS,0.8896130615366163,"(0.30200000000000005, 0.9276149113282663)",0.0
MiddlePhalanxTWTEST_normalized,cnn_norm.pth,OS,0.8312241943499685,"(0.23675000000000013, 1.0)",0.0
MiddlePhalanxTWTEST_normalized,cnn_norm.pth,RDP,0.8285224756207532,"(0.15287499999999996, 0.9764428739693758)",0.0
MiddlePhalanxTWTEST_normalized,cnn_norm.pth,VW,0.8681467192640431,"(0.3038750000000001, 1.0)",0.0
MiddlePhalanxTWTEST_normalized,cnn_norm.pth,BU,0.9204607927707776,"(0.13099999999999987, 0.9764428739693758)",0.0
MiddlePhalanxTWTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
ElectricDevicesTEST_normalized,cnn_norm.pth,OS,0.3754783723232503,"(0.5018750000000001, 1.0)",0.0
ElectricDevicesTEST_normalized,cnn_norm.pth,RDP,0.4055833957012763,"(0.28260416666666677, 0.9560536145902)",0.0
ElectricDevicesTEST_normalized,cnn_norm.pth,VW,0.8107958597647161,"(0.32802083333333315, 1.0)",0.0
ElectricDevicesTEST_normalized,cnn_norm.pth,BU,0.8837929501305155,"(0.2065625, 0.9560536145902)",0.0
ElectricDevicesTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
BMETEST_normalized,cnn_norm.pth,OS,0.90643253203296,"(0.22328125, 1.0)",0.0
BMETEST_normalized,cnn_norm.pth,RDP,0.9517794456942794,"(0.14015625, 0.9799398194583752)",0.0
BMETEST_normalized,cnn_norm.pth,VW,0.9315448260558704,"(0.199609375, 1.0)",0.0
BMETEST_normalized,cnn_norm.pth,BU,0.933919690629336,"(0.103515625, 0.9596530159370587)",0.0
BMETEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,OS,0.7653582740340554,"(0.5738750000000001, 1.0)",0.0
DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,RDP,0.7932561888984209,"(0.2720000000000001, 0.9227083011284588)",0.0
DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,VW,0.8222605148192079,"(0.36650000000000027, 0.9843920711721554)",0.0
DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,BU,0.9071297362292852,"(0.2057500000000001, 0.9534811598697472)",0.0
DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
MedicalImagesTEST_normalized,cnn_norm.pth,OS,0.8199478250361085,"(0.19515151515151516, 1.0)",0.0
MedicalImagesTEST_normalized,cnn_norm.pth,RDP,0.9170411419771064,"(0.13949494949494948, 0.9287952150384506)",0.0
MedicalImagesTEST_normalized,cnn_norm.pth,VW,0.9237114325259927,"(0.21373737373737378, 0.9858356940509915)",0.0
MedicalImagesTEST_normalized,cnn_norm.pth,BU,0.8990790504739736,"(0.09363636363636361, 0.8586772187676653)",0.0
MedicalImagesTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
TwoPatternsTEST_normalized,cnn_norm.pth,OS,0.6220880281888618,"(0.150078125, 0.9578651685393258)",0.0
TwoPatternsTEST_normalized,cnn_norm.pth,RDP,0.6056486806670561,"(0.205, 0.9172185430463576)",0.0
TwoPatternsTEST_normalized,cnn_norm.pth,VW,0.8355093090625072,"(0.498984375, 1.0)",0.0
TwoPatternsTEST_normalized,cnn_norm.pth,BU,0.9545849476592718,"(0.196953125, 0.9720201454952434)",0.0
TwoPatternsTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
UMDTEST_normalized,cnn_norm.pth,OS,0.9028534576105296,"(0.35553333333333353, 1.0)",0.0
UMDTEST_normalized,cnn_norm.pth,RDP,0.9445100915686634,"(0.07066666666666671, 0.9534089144277061)",0.0
UMDTEST_normalized,cnn_norm.pth,VW,0.9078018705569836,"(0.2686000000000001, 1.0)",0.0
UMDTEST_normalized,cnn_norm.pth,BU,0.9271044834793994,"(0.09386666666666663, 0.9214947401475899)",0.0
UMDTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,OS,0.849392067230693,"(0.552375, 1.0)",0.0
MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,RDP,0.8545451709988781,"(0.22749999999999987, 0.9014778325123153)",0.0
MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,VW,0.6997967546199408,"(0.5760000000000002, 0.9831932773109243)",0.0
MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,BU,0.8587927154536654,"(0.1710000000000001, 0.8994806500251298)",0.0
MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxTWTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
ProximalPhalanxTWTEST_normalized,cnn_norm.pth,BU,0.8063417926676992,"(0.14762499999999995, 0.8369887374036752)",0.0
ProximalPhalanxTWTEST_normalized,cnn_norm.pth,VW,0.7967216537752007,"(0.373375, 0.9550089982003599)",0.0
ProximalPhalanxTWTEST_normalized,cnn_norm.pth,RDP,0.6989341984728696,"(0.29124999999999995, 0.8957712924359738)",0.0
ProximalPhalanxTWTEST_normalized,cnn_norm.pth,OS,0.6894189637613494,"(0.5248749999999999, 1.0)",0.0
SmoothSubspaceTEST_normalized,cnn_norm.pth,OS,0.7694050992424343,"(0.7813333333333329, 1.0)",0.0
SmoothSubspaceTEST_normalized,cnn_norm.pth,RDP,0.719347353837983,"(0.6339999999999999, 1.0)",0.0
SmoothSubspaceTEST_normalized,cnn_norm.pth,VW,0.6661172819013643,"(0.6186666666666666, 1.0)",0.0
SmoothSubspaceTEST_normalized,cnn_norm.pth,BU,0.872851306724417,"(0.39266666666666644, 0.9700014999250037)",0.0
SmoothSubspaceTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
PlaneTEST_normalized,cnn_norm.pth,OS,0.8547671131469987,"(0.2521527777777778, 1.0)",0.0
PlaneTEST_normalized,cnn_norm.pth,RDP,0.9169409287048631,"(0.17729166666666665, 0.9882449747266957)",0.0
PlaneTEST_normalized,cnn_norm.pth,VW,0.8959811289404085,"(0.19430555555555554, 1.0)",0.0
PlaneTEST_normalized,cnn_norm.pth,BU,0.9220316551086256,"(0.1703472222222221, 0.9882449747266957)",0.0
PlaneTEST_normalized,cnn_norm.pth,LSF,0.0,"(0.0, 0.0)",0.0
