,dataset,model,simp_algorithm,performance,"knee(x,y)",time
208,MiddlePhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,VW,0.7963753088403833,"(0.24215189873417725, 0.602510460251046)",0.0164214
209,MiddlePhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,BU,0.9147982807637293,"(0.11873417721518989, 0.2009132420091324)",0.2802202
210,MiddlePhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
211,MiddlePhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,OS,0.8902797282032829,"(0.42860759493670886, 1.0)",25.9069337
212,MiddlePhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,RDP,0.8876938493600592,"(0.13708860759493674, 0.46808510638297873)",0.5205178
213,MiddlePhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,VW,0.7963753088403833,"(0.24215189873417725, 0.5928338762214984)",0.0164796
214,MiddlePhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,BU,0.9147982807637293,"(0.08151898734177214, 0.3820224719101124)",0.2813181
215,MiddlePhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
216,MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,OS,0.8902797282032829,"(0.6311392405063291, 0.9397227245328511)",26.2225762
217,MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,RDP,0.8876938493600592,"(0.13708860759493674, 0.5177817962628088)",0.5288057
218,MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,VW,0.7963753088403833,"(0.24215189873417725, 0.609375)",0.0166377
219,MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,BU,0.9147982807637293,"(0.08151898734177214, 0.417960088691796)",0.2827007
220,MiddlePhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
221,ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,OS,0.8902797282032829,"(0.4097468354430379, 0.9480249480249481)",25.95303
222,ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,RDP,0.8876938493600592,"(0.09341772151898736, 0.3992606284658041)",0.5525665
223,ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,VW,0.7963753088403833,"(0.2348101265822785, 0.504950495049505)",0.0166082
224,ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,BU,0.9147982807637293,"(0.11797468354430382, 0.16000000000000003)",0.283418
225,ProximalPhalanxOutlineAgeGroupTEST_normalized,decision-tree_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
226,ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,OS,0.8902797282032829,"(0.8427848101265824, 1.0)",26.1976595
227,ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,RDP,0.8876938493600592,"(0.13113924050632914, 1.0)",0.561126
228,ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,VW,0.7963753088403833,"(1.0, 1.0)",0.0167323
229,ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,BU,0.9147982807637293,"(0.06329113924050635, 1.0)",0.2910907
230,ProximalPhalanxOutlineAgeGroupTEST_normalized,logistic-regression_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
231,ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,OS,0.8902797282032829,"(0.3410126582278481, 0.9618320610687023)",25.9693425
232,ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,RDP,0.8876938493600592,"(0.13113924050632914, 0.45504087193460496)",0.5526001
233,ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,VW,0.7963753088403833,"(0.2348101265822785, 0.8275862068965517)",0.0164401
234,ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,BU,0.9147982807637293,"(0.11797468354430382, 0.4508670520231214)",0.2832031
235,ProximalPhalanxOutlineAgeGroupTEST_normalized,knn_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
236,ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,OS,0.8902797282032829,"(0.1844303797468354, 1.0)",26.1381296
237,ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,RDP,0.8876938493600592,"(0.11088607594936711, 0.6621621621621622)",0.5113735
238,ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,VW,0.7963753088403833,"(1.0, 1.0)",0.0164466999999999
239,ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,BU,0.9147982807637293,"(0.09734177215189874, 0.4923857868020305)",0.2938036
240,ProximalPhalanxTWTEST_normalized,decision-tree_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
241,ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,OS,0.8902797282032829,"(0.6879746835443039, 1.0)",26.3883169
242,ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,RDP,0.8876938493600592,"(0.8184810126582278, 1.0)",0.5257641
243,ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,VW,0.7963753088403833,"(1.0, 1.0)",0.0164818
244,ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,BU,0.9147982807637293,"(1.0126582278481016, 1.0)",0.2938477
245,ProximalPhalanxTWTEST_normalized,logistic-regression_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
246,ProximalPhalanxTWTEST_normalized,knn_norm.pkl,OS,0.8902797282032829,"(0.4768354430379747, 1.0)",26.8246022
247,SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
248,SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,VW,0.7963753088403833,"(0.7599999999999999, 0.9560632688927944)",0.0052659
249,SmoothSubspaceTEST_normalized,logistic-regression_norm.pkl,RDP,0.8876938493600592,"(0.7207142857142856, 0.9121265377855887)",0.0836874
250,SmoothSubspaceTEST_normalized,knn_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
251,PlaneTEST_normalized,decision-tree_norm.pkl,OS,0.8902797282032829,"(0.214965034965035, 1.0)",147.5412382
252,PlaneTEST_normalized,decision-tree_norm.pkl,RDP,0.8876938493600592,"(0.07881118881118881, 0.4552882433045847)",1.0950474
253,PlaneTEST_normalized,decision-tree_norm.pkl,VW,0.7963753088403833,"(0.1813286713286713, 0.8413705583756346)",0.0280900999999999
254,PlaneTEST_normalized,decision-tree_norm.pkl,BU,0.9147982807637293,"(0.07146853146853148, 0.48478900883218834)",0.5871825
255,PlaneTEST_normalized,decision-tree_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
256,PlaneTEST_normalized,logistic-regression_norm.pkl,OS,0.8902797282032829,"(0.1537062937062937, 0.9596774193548387)",147.673976
257,PlaneTEST_normalized,logistic-regression_norm.pkl,RDP,0.8876938493600592,"(0.07881118881118881, 1.0)",1.0955291
258,PlaneTEST_normalized,logistic-regression_norm.pkl,VW,0.7963753088403833,"(0.11881118881118882, 1.0)",0.0283393
259,PlaneTEST_normalized,logistic-regression_norm.pkl,BU,0.9147982807637293,"(0.07146853146853148, 0.9216300940438872)",0.5625959
260,PlaneTEST_normalized,logistic-regression_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
261,ChinatownTEST_normalized,knn_norm.pkl,LSF,0.5,"(0.0, 0.0)",0.0
262,ChinatownTEST_normalized,knn_norm.pkl,BU,0.9147982807637293,"(1.0416666666666679, 1.0)",0.0
263,ChinatownTEST_normalized,knn_norm.pkl,VW,0.7963753088403833,"(1.0, 1.0)",0.0
264,ChinatownTEST_normalized,knn_norm.pkl,RDP,0.8876938493600592,"(0.9987499999999998, 1.0)",0.0
265,ChinatownTEST_normalized,knn_norm.pkl,OS,0.8902797282032829,"(0.1687499999999999, 1.0)",0.0
266,ECGFiveDaysTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
267,ECGFiveDaysTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.05088235294117645, 1.0)",0.0
268,ECGFiveDaysTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(1.0, 1.0)",0.0
269,ECGFiveDaysTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.03860294117647054, 1.0)",0.0
270,ECGFiveDaysTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.05919117647058817, 1.0)",0.0
271,GunPointTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.2561999999999998, 1.0)",0.0
272,GunPointTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.08893333333333335, 0.9417249417249417)",0.0
273,GunPointTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.13253333333333336, 0.9703791469194313)",0.0
274,GunPointTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.06539999999999997, 0.9703791469194313)",0.0
275,GunPointTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
276,PowerConsTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.34583333333333344, 1.0)",0.0
277,PowerConsTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.18500000000000014, 0.94)",0.0
278,PowerConsTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.3457638888888889, 0.98)",0.0
279,PowerConsTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.1719444444444444, 0.94)",0.0
280,PowerConsTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
281,GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.0894666666666667, 1.0)",0.0
282,GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.1043333333333333, 0.979757085020243)",0.0
283,GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.10146666666666666, 1.0)",0.0
284,GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.08099999999999996, 0.959758551307847)",0.0
285,GunPointMaleVersusFemaleTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
286,PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.26425, 1.0)",0.0
287,PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.144625, 0.9159663865546218)",0.0
288,PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.3155, 1.0)",0.0
289,PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.1467500000000001, 0.9372909698996655)",0.0
290,PhalangesOutlinesCorrectTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
291,DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.72625, 1.0)",0.0
292,DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.20787499999999998, 0.8295696634000852)",0.0
293,DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.4132500000000001, 1.0)",0.0
294,DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.19762499999999997, 0.9167013744273219)",0.0
295,DistalPhalanxOutlineCorrectTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
296,WaferTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.49263157894736864, 1.0)",0.0
297,WaferTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.016447368421052613, 1.0)",0.0
298,WaferTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(1.0, 1.0)",0.0
299,WaferTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(1.0065789473684215, 1.0)",0.0
300,WaferTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
301,SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
302,SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.2894285714285715, 0.9768303985171455)",0.0
303,SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.45557142857142835, 1.0)",0.0
304,SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.24342857142857136, 0.9065420560747663)",0.0
305,SonyAIBORobotSurface1TEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.5705714285714287, 0.9768303985171455)",0.0
306,ItalyPowerDemandTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
307,ItalyPowerDemandTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.27250000000000013, 0.7811816192560175)",0.0
308,ItalyPowerDemandTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.5116666666666666, 0.9736842105263158)",0.0
309,ItalyPowerDemandTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.3887500000000001, 0.9190064794816415)",0.0
310,ItalyPowerDemandTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.8799999999999999, 0.9743326488706365)",0.0
311,CropTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
312,CropTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.20217391304347831, 0.9264705882352942)",0.0
313,CropTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.5421739130434782, 1.0)",0.0
314,CropTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.21065217391304342, 0.8739098455395607)",0.0
315,CropTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.3667391304347827, 0.9895112229913992)",0.0
316,FaceAllTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.5138931297709923, 1.0)",0.0
317,FaceAllTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.37061068702290084, 1.0)",0.0
318,FaceAllTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.46916030534351144, 1.0)",0.0
319,FaceAllTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.2255725190839696, 0.6575342465753424)",0.0
320,FaceAllTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
321,AdiacTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.22681359044995408, 0.9891732283464567)",0.0
322,AdiacTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.13355142332415063, 0.7946506550218341)",0.0
323,AdiacTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.23071625344352617, 0.9132530120481928)",0.0
324,AdiacTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.10135445362718083, 0.7386713594368676)",0.0
325,AdiacTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
326,SyntheticControlTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
327,SyntheticControlTEST_normalized,cnn_norm.pth,BU,0.5,"(0.3515000000000002, 0.98796485738356)",0.0
328,SyntheticControlTEST_normalized,cnn_norm.pth,VW,0.5,"(0.735, 0.98796485738356)",0.0
329,SyntheticControlTEST_normalized,cnn_norm.pth,RDP,0.5,"(0.3983333333333334, 0.987974987974988)",0.0
330,SyntheticControlTEST_normalized,cnn_norm.pth,OS,0.5,"(0.30200000000000005, 0.9276149113282663)",0.0
331,MiddlePhalanxTWTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.23675000000000013, 1.0)",0.0
332,MiddlePhalanxTWTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.15287499999999996, 0.9764428739693758)",0.0
333,MiddlePhalanxTWTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.3038750000000001, 1.0)",0.0
334,MiddlePhalanxTWTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.13099999999999987, 0.9764428739693758)",0.0
335,MiddlePhalanxTWTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
336,ElectricDevicesTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.5018750000000001, 1.0)",0.0
337,ElectricDevicesTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.28260416666666677, 0.9560536145902)",0.0
338,ElectricDevicesTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.32802083333333315, 1.0)",0.0
339,ElectricDevicesTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.2065625, 0.9560536145902)",0.0
340,ElectricDevicesTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
341,BMETEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.22328125, 1.0)",0.0
342,BMETEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.14015625, 0.9799398194583752)",0.0
343,BMETEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.199609375, 1.0)",0.0
344,BMETEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.103515625, 0.9596530159370587)",0.0
345,BMETEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
346,DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.5738750000000001, 1.0)",0.0
347,DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.2720000000000001, 0.9227083011284588)",0.0
348,DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.36650000000000027, 0.9843920711721554)",0.0
349,DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.2057500000000001, 0.9534811598697472)",0.0
350,DistalPhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
351,MedicalImagesTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.19515151515151516, 1.0)",0.0
352,MedicalImagesTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.13949494949494948, 0.9287952150384506)",0.0
353,MedicalImagesTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.21373737373737378, 0.9858356940509915)",0.0
354,MedicalImagesTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.09363636363636361, 0.8586772187676653)",0.0
355,MedicalImagesTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
356,TwoPatternsTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.150078125, 0.9578651685393258)",0.0
357,TwoPatternsTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.205, 0.9172185430463576)",0.0
358,TwoPatternsTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.498984375, 1.0)",0.0
359,TwoPatternsTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.196953125, 0.9720201454952434)",0.0
360,TwoPatternsTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
361,UMDTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.35553333333333353, 1.0)",0.0
362,UMDTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.07066666666666671, 0.9534089144277061)",0.0
363,UMDTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.2686000000000001, 1.0)",0.0
364,UMDTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.09386666666666663, 0.9214947401475899)",0.0
365,UMDTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
366,MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.552375, 1.0)",0.0
367,MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.22749999999999987, 0.9014778325123153)",0.0
368,MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.5760000000000002, 0.9831932773109243)",0.0
369,MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.1710000000000001, 0.8994806500251298)",0.0
370,MiddlePhalanxOutlineAgeGroupTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
371,ProximalPhalanxTWTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
372,ProximalPhalanxTWTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.14762499999999995, 0.8369887374036752)",0.0
373,ProximalPhalanxTWTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.373375, 0.9550089982003599)",0.0
374,ProximalPhalanxTWTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.29124999999999995, 0.8957712924359738)",0.0
375,ProximalPhalanxTWTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.5248749999999999, 1.0)",0.0
376,SmoothSubspaceTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.7813333333333329, 1.0)",0.0
377,SmoothSubspaceTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.6339999999999999, 1.0)",0.0
378,SmoothSubspaceTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.6186666666666666, 1.0)",0.0
379,SmoothSubspaceTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.39266666666666644, 0.9700014999250037)",0.0
380,SmoothSubspaceTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
381,PlaneTEST_normalized,cnn_norm.pth,OS,0.8902797282032829,"(0.2521527777777778, 1.0)",0.0
382,PlaneTEST_normalized,cnn_norm.pth,RDP,0.8876938493600592,"(0.17729166666666665, 0.9882449747266957)",0.0
383,PlaneTEST_normalized,cnn_norm.pth,VW,0.7963753088403833,"(0.19430555555555554, 1.0)",0.0
384,PlaneTEST_normalized,cnn_norm.pth,BU,0.9147982807637293,"(0.1703472222222221, 0.9882449747266957)",0.0
385,PlaneTEST_normalized,cnn_norm.pth,LSF,0.5,"(0.0, 0.0)",0.0
