model_type,train_acc,val_acc,test_acc
decision-tree,0.6363636363636364,0.1666666666666666,0.3356643356643357
logistic-regression,0.5909090909090909,0.3333333333333333,0.5244755244755245
knn,1.0,0.0,0.8531468531468531
cnn,0.9522727131843568,0.3799999952316284,0.8531468510627747
miniRocket,1.0,0.0,0.9440559440559441
