model_type,train_acc,val_acc,test_acc
cnn,0.,0.,0.
decision-tree,0.34554973821989526,0.16666666666666666,0.2809364548494983
logistic-regression,0.33507853403141363,0.1875,0.23745819397993312
knn,1.0,1.0,0.9665551839464883
