OSIncludesMaxShapIndex,OSScore,OSRandom,OSPeakRank,OSExpectedPeakRank,OSAvgNrPivots,OSDistToYWhenMaxShapInPivot,OSDistToMaxShap,BUIncludesMaxShapIndex,BUScore,BURandom,BUPeakRank,BUExpectedPeakRank,BUAvgNrPivots,BUDistToYWhenMaxShapInPivot,BUDistToMaxShap,RDPIncludesMaxShapIndex,RDPScore,RDPRandom,RDPPeakRank,RDPExpectedPeakRank,RDPAvgNrPivots,RDPDistToYWhenMaxShapInPivot,RDPDistToMaxShap,VWIncludesMaxShapIndex,VWScore,VWRandom,VWPeakRank,VWExpectedPeakRank,VWAvgNrPivots,VWDistToYWhenMaxShapInPivot,VWDistToMaxShap,SLSIncludesMaxShapIndex,SLSScore,SLSRandom,SLSPeakRank,SLSExpectedPeakRank,SLSAvgNrPivots,SLSDistToYWhenMaxShapInPivot,SLSDistToMaxShap,PAAIncludesMaxShapIndex,PAAScore,PAARandom,PAAPeakRank,PAAExpectedPeakRank,PAAAvgNrPivots,PAADistToYWhenMaxShapInPivot,PAADistToMaxShap
24.0,24.0,11.030927835051545,4.24,8.62591996891997,10.7,1.850371707708594e-17,0.011497468267370086,20.0,20.0,10.309278350515463,4.78,9.0626013986014,10.0,0.0,0.039648757912893254,28.000000000000004,28.000000000000004,10.020618556701029,4.68,9.5492172174231,9.72,1.784287003861859e-17,0.021822582854295943,20.0,20.0,9.958762886597937,4.78,9.407075369075368,9.66,0.0,0.02220912899631825,20.0,10.0,8.24742268041237,8.0,10.88888888888889,8.0,0.01710040730920718,0.058606594365069355,10.0,0.0,8.24742268041237,10.7,10.88888888888889,8.0,0.9368131551904355,0.18521330156052188
