model_type,train_acc,val_acc,test_acc
decision-tree,0.139917695473251,0.0327868852459016,0.0988142292490118
logistic-regression,0.0576131687242798,0.0327868852459016,0.0658761528326745
knn,1.0,0.1311475409836065,0.619235836627141
cnn,0.765925943851471,0.1645901650190353,0.6152832508087158
miniRocket,0.9835390946502057,0.19672131147540983,0.7812911725955204
